"GEO","TIME","UNIT","NA_ITEM","Value","Flag and Footnotes"
"European Union - 28 countries (2013-2020)","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,062,409.4",""
"European Union - 28 countries (2013-2020)","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.430",""
"European Union - 28 countries (2013-2020)","2014","Current prices, million euro","Gross domestic product at market prices","14,094,954.5",""
"European Union - 28 countries (2013-2020)","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,293,269.2",""
"European Union - 28 countries (2013-2020)","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.810",""
"European Union - 28 countries (2013-2020)","2015","Current prices, million euro","Gross domestic product at market prices","14,859,340.4",""
"European Union - 28 countries (2013-2020)","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,599,168.4",""
"European Union - 28 countries (2013-2020)","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.880",""
"European Union - 28 countries (2013-2020)","2016","Current prices, million euro","Gross domestic product at market prices","14,986,619.2",""
"European Union - 28 countries (2013-2020)","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,865,291.6",""
"European Union - 28 countries (2013-2020)","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.727",""
"European Union - 28 countries (2013-2020)","2017","Current prices, million euro","Gross domestic product at market prices","15,435,835.6",""
"European Union - 28 countries (2013-2020)","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,231,154.0",""
"European Union - 28 countries (2013-2020)","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.877",""
"European Union - 28 countries (2013-2020)","2018","Current prices, million euro","Gross domestic product at market prices","15,952,374.2",""
"European Union - 28 countries (2013-2020)","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,507,441.4",""
"European Union - 28 countries (2013-2020)","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.864",""
"European Union - 28 countries (2013-2020)","2019","Current prices, million euro","Gross domestic product at market prices","16,543,705.8",""
"European Union - 28 countries (2013-2020)","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","14,762,830.4",""
"European Union - 28 countries (2013-2020)","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 28 countries (2013-2020)","2020","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 28 countries (2013-2020)","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 28 countries (2013-2020)","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 28 countries (2013-2020)","2021","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 28 countries (2013-2020)","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1975","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1976","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1977","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1978","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1979","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1980","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1981","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1982","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1983","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1984","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1985","Current prices, million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"European Union - 15 countries (1995-2004)","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
